Event,CD45,CD45RA,CD19,CD11b,CD4,CD8,CD34,CD20,CD33,CD123,CD38,CD90,CD3,label,mean,median,clustered_label,x_y_label,clusterL1,clusterL2,point_x,point_y
53623,-0.09650371,-0.17163473,-0.060029995,-0.054297507,-0.114053346,-0.09936924,-0.0759448,-0.06862031,-0.040695503,-0.08492203,-0.08861943,-0.02406833,-0.5617527,Megakaryocyte_cells,-0.11850089469230769,-0.08492203,3;2;1;1;4;2;2;1;,-1x1-2x1,1x1,2x1,13/24,7/8
53624,0.08023453,-0.007983006,-0.18918973,-0.20401177,-0.28414825,-0.029095652,-0.099566266,-0.12045754,-0.087508716,-0.13144858,1.0372396,0.79186755,0.24221705,Megakaryocyte_cells,0.07678070923076923,-0.087508716,3;2;1;1;4;2;2;1;,-1x1-2x1,1x1,2x1,13/24,7/8
53625,-0.14982969,-0.053574868,-0.14885908,-0.121783555,-0.14026625,-0.021975439,-0.11991419,-0.008416229,0.9229083,-0.09243821,1.7876176,0.0250957,-1.0195165,Megakaryocyte_cells,0.06608058376923077,-0.09243821,3;2;1;1;4;2;2;1;,-1x1-2x1,1x1,2x1,13/24,7/8
53626,-0.354227,0.39336783,-0.031289082,-0.9387269,-0.16506012,-0.10348802,-0.032044906,-0.14038444,-0.09880186,-0.104741156,0.4533,-0.061190333,-0.5699853,Megakaryocyte_cells,-0.13486702207692308,-0.10348802,3;2;1;1;4;2;2;1;,-1x1-2x1,1x1,2x1,13/24,7/8
53627,-0.18925323,1.066545,-0.007881229,0.90052235,1.6804808,-0.16930407,0.42771292,-0.10188483,-0.47862273,-0.053733837,2.548939,1.5209341,-0.51161873,Megakaryocyte_cells,0.5102181164615385,-0.007881229,3;2;1;1;4;2;2;0;,-1x1-2x0,1x1,2x0,13/24,5/8
53628,-0.43463537,-0.19632055,-0.17308338,-0.005322227,-0.1084212,-0.11032886,-0.053676665,-0.016141914,-0.13026881,-0.041657757,1.3562618,0.24977419,-0.45928457,Megakaryocyte_cells,-0.009469639461538474,-0.1084212,3;2;1;1;4;2;2;1;,-1x1-2x1,1x1,2x1,13/24,7/8
53629,-0.25798404,0.13757621,-0.07357021,-0.45100015,-0.44229096,-0.017524576,-0.2916367,0.7815782,-0.22392762,-0.020808546,-0.3064982,-0.03413656,-0.115684204,Megakaryocyte_cells,-0.10122364276923078,-0.115684204,3;2;1;1;4;2;2;1;,-1x1-2x1,1x1,2x1,13/24,7/8
53630,-0.40803614,-0.22053607,0.5499796,-0.04890843,-0.15910636,-0.040637143,-0.02055956,-0.13811761,-0.3341539,-0.028529728,0.05681202,-0.033003837,-0.7308417,Megakaryocyte_cells,-0.11966452753846155,-0.04890843,3;2;1;1;4;2;2;1;,-1x1-2x1,1x1,2x1,13/24,7/8
53631,0.4523664,1.0294226,-0.19902937,1.1574594,1.438807,0.78248036,1.3983878,1.9008619,3.2988162,1.2931558,3.2028365,0.21700165,-0.38738975,Megakaryocyte_cells,1.19885973,1.1574594,3;2;0;1;,-0x1,0x1,,1/6,3/4
53632,-0.039388478,-0.34934968,-0.18905959,-0.11221484,-0.007658988,-0.16295731,-0.13903387,0.51040685,-0.08887734,-0.0929605,1.9434583,0.7062675,-0.085488394,Megakaryocyte_cells,0.1456264353846154,-0.08887734,3;2;1;1;4;2;2;0;,-1x1-2x0,1x1,2x0,13/24,5/8
53633,0.20588727,1.6373823,-0.060320053,-0.058359552,-0.0065954304,1.0324683,-0.0997127,-0.038763,0.59359056,-0.09671811,-1.1124913,-0.0833821,0.20645152,Megakaryocyte_cells,0.1630336695846154,-0.038763,3;2;1;1;4;2;2;1;,-1x1-2x1,1x1,2x1,13/24,7/8
53634,-0.2688052,0.021432506,-0.15113361,-0.3123187,-0.14917351,-0.047410082,0.43682265,-0.14582193,-0.4277558,-0.014613894,1.1706634,-0.090170994,-1.3722659,Megakaryocyte_cells,-0.10388854338461538,-0.14582193,3;2;1;1;4;2;2;1;,-1x1-2x1,1x1,2x1,13/24,7/8
53635,0.14289977,0.1649245,-0.13988224,-0.12718387,-0.15389422,-0.08441914,-0.10091182,-0.117019564,0.6157548,-0.35498545,1.2298892,-0.043099046,-1.9888353,Megakaryocyte_cells,-0.07359710615384615,-0.10091182,3;2;1;1;4;2;2;1;,-1x1-2x1,1x1,2x1,13/24,7/8
53636,-0.58625615,0.15024377,-0.06051531,1.4828117,-0.23862143,-0.25004092,-0.026909385,-0.1522705,0.25829655,0.8089713,0.106761776,0.42260545,0.07420166,Megakaryocyte_cells,0.1530214239230769,0.07420166,3;2;1;1;4;2;2;1;,-1x1-2x1,1x1,2x1,13/24,7/8
53637,0.09445385,1.2815111,-0.043408886,0.1688201,0.6535757,0.27707928,0.20662992,-0.21748653,-0.06760112,1.1388874,0.5813329,0.8408161,-1.1163398,Megakaryocyte_cells,0.29217461646153847,0.20662992,3;2;1;1;4;2;2;1;,-1x1-2x1,1x1,2x1,13/24,7/8
53638,0.047788568,-0.14572096,-0.14505555,-0.34899294,-0.118928485,-0.047426317,0.2408148,0.9724035,-0.15441337,1.3144256,2.2893462,0.9955313,0.18605511,Megakaryocyte_cells,0.3912174966153846,0.047788568,3;2;1;1;4;2;2;0;,-1x1-2x0,1x1,2x0,13/24,5/8
53639,-0.19728857,-0.23559193,-0.06293889,-0.015709393,0.41420352,-0.17216869,-0.13024779,-0.0031340849,0.42333615,0.9064125,0.7550631,-0.07989872,0.18367533,Megakaryocyte_cells,0.13736250246923076,-0.015709393,3;2;1;1;4;2;2;1;,-1x1-2x1,1x1,2x1,13/24,7/8
53640,-0.34564006,0.40478227,-0.12891933,1.1722796,0.6151888,-0.07676189,0.8612239,0.007760872,0.005434563,-0.012303465,0.6688258,0.6626587,-0.80420715,Megakaryocyte_cells,0.23310173923076924,0.007760872,3;2;1;1;4;2;2;1;,-1x1-2x1,1x1,2x1,13/24,7/8
53641,-0.40558258,0.65085286,-0.022977825,0.6166456,-0.23584287,-0.48319194,0.25572324,-0.032005817,0.9893407,-0.15130657,1.5041627,1.2801032,-0.34191844,Megakaryocyte_cells,0.2787694044615384,-0.022977825,3;2;1;1;4;2;2;1;,-1x1-2x1,1x1,2x1,13/24,7/8
53642,-0.5439094,-0.3373947,-0.1550518,-0.18361948,-0.06820849,0.040271953,-0.19173445,-0.18405358,0.42413396,-0.08462996,1.2588717,-0.14502053,-0.6899015,Megakaryocyte_cells,-0.06617279053846153,-0.1550518,3;2;1;1;4;2;2;1;,-1x1-2x1,1x1,2x1,13/24,7/8
53643,-0.12567832,-0.05228674,0.6848155,-0.13482483,-0.06145958,-0.17272161,-0.0046765776,-0.03540461,0.15454365,-0.08391592,1.1520053,0.8860261,-0.8098116,Megakaryocyte_cells,0.10743159710769229,-0.05228674,3;2;1;1;4;2;2;1;,-1x1-2x1,1x1,2x1,13/24,7/8
53644,-1.2615187,0.14599791,-0.095954545,0.515398,0.94987833,-0.51720154,-0.022785084,-0.083651714,-0.004265077,-0.028391523,2.3095691,-0.09600253,-0.9973354,Megakaryocyte_cells,0.06259517130769231,-0.028391523,3;2;1;1;4;2;2;1;,-1x1-2x1,1x1,2x1,13/24,7/8
53645,-0.61457276,-0.1504313,-0.11378627,-0.005650137,-0.05635535,-0.13592976,-0.1365359,-0.10996818,-0.32409215,0.16271497,0.2817145,0.46681055,-0.75244945,Megakaryocyte_cells,-0.11450240284615386,-0.11378627,3;2;1;1;4;2;2;1;,-1x1-2x1,1x1,2x1,13/24,7/8
53646,-0.24654384,0.6739762,-0.0020913417,-0.0108898785,-0.075774424,-0.49461472,-0.030047039,-0.11650975,-0.45032132,-0.12665284,-0.7605712,-0.08656111,-0.48092076,Megakaryocyte_cells,-0.1698093864,-0.11650975,3;2;1;1;4;2;2;1;,-1x1-2x1,1x1,2x1,13/24,7/8
53647,-0.1292571,0.22561102,-0.08182571,-0.0074468497,-0.4582995,-0.16777954,-0.04950555,-0.040746003,0.7656876,-0.5613529,2.336885,-0.020711672,-0.5711881,Megakaryocyte_cells,0.09539005348461539,-0.04950555,3;2;1;1;4;2;2;1;,-1x1-2x1,1x1,2x1,13/24,7/8
53648,-0.96173626,-0.0041126213,-0.5493271,-0.077723525,-0.19674115,-0.04578767,-0.009270797,-0.05440624,-0.63902277,-0.14219816,-0.45105007,1.3480762,0.054623447,Megakaryocyte_cells,-0.13297513202307693,-0.077723525,3;2;1;1;4;2;2;1;,-1x1-2x1,1x1,2x1,13/24,7/8
53649,-0.4324522,-0.06233658,-0.031242846,-0.08979123,0.5127034,-0.13025406,0.7253935,-0.07010016,0.76345396,0.03429636,2.8128986,0.7456729,-0.35178536,Megakaryocyte_cells,0.3404966372307692,-0.031242846,3;2;1;1;4;2;2;0;,-1x1-2x0,1x1,2x0,13/24,5/8
53650,-0.9387326,0.15757503,-0.46507823,-0.118172154,-0.19184943,-0.0037255164,-0.06753999,-0.10345319,-0.18720838,-0.15656732,1.9353205,0.4163854,-0.842842,Megakaryocyte_cells,-0.043529836953846164,-0.118172154,3;2;1;1;4;2;2;1;,-1x1-2x1,1x1,2x1,13/24,7/8
53651,-0.3086445,-0.08593092,0.4748454,1.5154603,-0.24672978,0.43711144,1.2554872,-0.042125143,1.4698367,-0.14658947,2.3879251,0.22608815,-0.009626441,Megakaryocyte_cells,0.5328544643076922,0.22608815,3;2;1;1;4;2;3;1;,-1x1-3x1,1x1,3x1,5/8,7/8
53652,-0.22209814,1.0769587,-0.019508045,-0.14291891,-0.07330558,-0.11456423,2.441546,-0.14476222,-0.47373277,0.55843675,1.1264664,-0.14305319,-0.5019233,Megakaryocyte_cells,0.2590416511538462,-0.11456423,3;2;1;1;4;2;2;1;,-1x1-2x1,1x1,2x1,13/24,7/8
53653,-0.040342126,0.1878096,-0.16411524,-0.11525714,0.5176357,-0.025109645,-1.1071777,-0.13411623,0.11173813,-0.009205993,1.9641186,1.0849822,-1.0270275,Megakaryocyte_cells,0.09568712738461539,-0.025109645,3;2;1;1;4;2;2;1;,-1x1-2x1,1x1,2x1,13/24,7/8
53654,-0.3718173,0.5991883,0.27778342,0.7661503,-0.3504071,1.2256516,0.046033736,-0.11601743,0.39053062,-0.03667219,2.4311922,0.101006925,-0.040497005,Megakaryocyte_cells,0.3786250827692308,0.101006925,3;2;1;1;4;2;2;0;,-1x1-2x0,1x1,2x0,13/24,5/8
53655,0.21839713,0.09952036,-0.093917154,-0.29058743,-0.014452792,-0.0660457,-1.5582515,0.9400139,0.7645039,-0.019897735,1.1057372,1.1876757,0.21932699,Megakaryocyte_cells,0.19169406684615387,0.09952036,3;2;1;1;4;2;2;1;,-1x1-2x1,1x1,2x1,13/24,7/8
53656,-0.12533446,0.72438824,-0.13593367,-0.071172364,-0.5901266,-0.012027201,1.1598793,-0.06547063,-0.065703005,-0.16270477,2.5478306,-0.14229517,-0.564556,Megakaryocyte_cells,0.19205955923076923,-0.071172364,3;2;1;1;4;2;2;1;,-1x1-2x1,1x1,2x1,13/24,7/8
53657,-0.28457996,0.6531513,-0.15483914,-0.13458557,-0.11376703,-0.2778494,-0.04551484,-0.10018393,-0.22875725,-0.018453522,-0.20634681,-0.0832596,-1.4511473,Megakaryocyte_cells,-0.18816408092307693,-0.13458557,3;2;1;1;4;2;2;1;,-1x1-2x1,1x1,2x1,13/24,7/8
53658,0.6226296,0.3155132,1.6843108,0.34069467,-0.24553446,-0.008208509,0.538174,-0.13312192,1.8455691,-0.12775937,2.9337182,-0.0249631,0.18894947,Megakaryocyte_cells,0.6099978216153846,0.3155132,3;2;1;1;4;2;3;1;,-1x1-3x1,1x1,3x1,5/8,7/8
53659,-0.87472475,0.39933458,-0.23314607,-0.4426185,-0.208737,-0.12080176,-0.028103633,0.82445645,0.233376,0.005482433,2.7466638,1.191978,-0.6135584,Megakaryocyte_cells,0.22150778076923075,-0.028103633,3;2;1;1;4;2;2;0;,-1x1-2x0,1x1,2x0,13/24,5/8
53660,0.070155755,-0.21026473,-0.03971865,-0.12516752,0.39448693,-0.15050639,-0.07034265,0.031799857,-0.08831599,0.4604542,0.59903336,-0.13110991,-0.92651516,Megakaryocyte_cells,-0.014308530615384618,-0.07034265,3;2;1;1;4;2;2;1;,-1x1-2x1,1x1,2x1,13/24,7/8
53661,-0.08282155,1.0903568,-0.18439443,0.866649,-0.2407582,-0.5286578,-0.20879115,-0.41116542,-0.3518761,-0.0076392703,1.7773796,1.51883,-0.32592097,Megakaryocyte_cells,0.2239377315153846,-0.18439443,3;2;1;1;4;2;2;1;,-1x1-2x1,1x1,2x1,13/24,7/8
53662,0.41488633,0.1896666,-0.074610226,0.038043734,-0.06098515,-0.11584391,-0.44205287,-0.08527222,0.3639783,-0.16423696,2.1965947,-0.3597891,-1.7208958,Megakaryocyte_cells,0.013806417538461516,-0.074610226,3;2;1;1;4;2;2;1;,-1x1-2x1,1x1,2x1,13/24,7/8
53663,0.6434431,-0.1099864,-0.17379914,0.014042415,-0.31792185,-0.35455555,0.47442606,1.6647074,0.1128879,-0.11003566,0.09796235,0.44990206,-0.36623073,Megakaryocyte_cells,0.15575707346153844,0.014042415,3;2;1;1;4;2;2;1;,-1x1-2x1,1x1,2x1,13/24,7/8
53664,-0.6960797,0.72066927,-0.02454874,-0.20528159,-0.08270683,-0.10605303,-0.06756815,-0.15366028,0.20433211,0.3806813,0.21968532,0.14607787,0.17442432,Megakaryocyte_cells,0.03922860538461538,-0.02454874,3;2;1;1;4;2;2;1;,-1x1-2x1,1x1,2x1,13/24,7/8
53665,-0.0065065348,0.9500342,-0.030175898,-0.087819956,-0.027772835,-0.069709934,0.8546661,-0.08377632,0.3730365,0.7263628,2.8454168,1.6269395,-0.55693156,Megakaryocyte_cells,0.5010586817076923,-0.0065065348,3;2;1;1;4;2;2;0;,-1x1-2x0,1x1,2x0,13/24,5/8
53666,0.038054887,0.6098923,1.0320997,0.72399575,-0.17923357,-0.22655272,-0.086270764,-0.045040388,0.5875523,-0.06020149,1.9180726,0.0345981,-0.40176448,Megakaryocyte_cells,0.30347709423076924,0.0345981,3;2;1;1;4;2;2;1;,-1x1-2x1,1x1,2x1,13/24,7/8
53667,-0.545146,0.13695185,0.8183176,-0.14703734,-0.13864991,-0.2079161,0.8945593,1.0658811,1.4651967,-0.24764128,2.117742,0.9748526,-1.0505544,Megakaryocyte_cells,0.39511970153846154,0.13695185,3;2;1;1;4;2;3;1;,-1x1-3x1,1x1,3x1,5/8,7/8
53668,-0.41225806,0.341074,-0.09827512,0.009683056,-0.014194245,0.22231291,0.2677359,-0.10691262,-0.1553312,-0.0540235,1.6497133,1.0599223,0.17826077,Megakaryocyte_cells,0.22213134546153845,0.009683056,3;2;1;1;4;2;2;0;,-1x1-2x0,1x1,2x0,13/24,5/8
53669,-0.39003056,-0.019765882,0.30990583,-0.00999055,-0.12948519,-0.49309677,-0.119695276,-0.016389435,0.9437691,-0.1516136,1.7480702,0.060220186,0.16668189,Megakaryocyte_cells,0.146044611,-0.016389435,3;2;1;1;4;2;2;0;,-1x1-2x0,1x1,2x0,13/24,5/8
53670,-0.8426665,-0.12604721,-0.03286735,1.1465933,0.35538095,-0.07116385,1.291361,-0.050388243,2.0038378,1.6499223,1.9848894,0.43956405,-0.39937583,Megakaryocyte_cells,0.5653107551538461,0.35538095,3;2;1;1;4;2;3;1;,-1x1-3x1,1x1,3x1,5/8,7/8
53671,-0.92005193,0.65655553,-0.108247854,0.8267457,-0.029160181,1.540001,-0.07829686,0.27455014,0.37131587,0.7170066,0.9488663,1.3421624,-0.43143404,Megakaryocyte_cells,0.39307789807692306,0.37131587,3;2;1;1;4;2;2;1;,-1x1-2x1,1x1,2x1,13/24,7/8
53672,-0.44284198,1.0713592,0.059942946,-0.22249568,-0.08187601,-0.06639085,0.60747176,-0.13251744,0.2337555,0.45488223,2.4454095,1.3003792,0.13540134,Megakaryocyte_cells,0.41249843969230765,0.13540134,3;2;1;1;4;2;2;0;,-1x1-2x0,1x1,2x0,13/24,5/8
53673,-0.40803936,0.22973447,-0.09988965,-0.026659949,-0.09548314,-1.3138802,-0.08261968,0.12180893,0.3407215,-0.019039577,0.35279852,-0.24621938,0.13723005,Megakaryocyte_cells,-0.08534903584615387,-0.026659949,3;2;1;1;4;2;2;1;,-1x1-2x1,1x1,2x1,13/24,7/8
53674,-0.40034932,0.22637315,-0.106923044,-0.16357039,-0.047530275,1.7723541,-0.012707436,-0.04626053,0.50891036,0.26364365,2.2073638,0.948685,-1.0501387,Megakaryocyte_cells,0.31537310500000004,-0.012707436,3;2;1;1;4;2;2;1;,-1x1-2x1,1x1,2x1,13/24,7/8
53675,-1.127064,-0.8828237,-0.06556073,3.088434,-0.14314309,-0.7174121,-0.13580705,0.35826278,2.5214095,-0.14401615,1.6811599,1.2828468,-0.4687867,Megakaryocyte_cells,0.4036538046153846,-0.13580705,3;2;1;1;4;2;3;1;,-1x1-3x1,1x1,3x1,5/8,7/8
53676,-0.0526795,-0.44304454,-0.15755022,-0.12721586,-0.08198261,0.91481614,0.18970542,0.41924244,0.24551253,-0.13075025,2.5471117,2.0827081,-0.7205879,Megakaryocyte_cells,0.3604065730769231,-0.0526795,3;2;1;1;4;2;2;0;,-1x1-2x0,1x1,2x0,13/24,5/8
53677,0.37131754,-0.09310674,-0.061710972,-0.10312793,-0.8850954,-0.073322214,-0.13728714,-0.01059333,1.0389392,-0.14151944,0.3653943,-0.07541105,-1.5137074,Megakaryocyte_cells,-0.10147927507692306,-0.07541105,3;2;1;1;4;2;2;1;,-1x1-2x1,1x1,2x1,13/24,7/8
53678,-0.28488812,0.51644754,0.56059474,0.49554756,-0.5410005,-0.013549808,0.32614,-0.08069852,0.18391827,0.057943083,0.20906214,0.20155899,-2.1976478,Megakaryocyte_cells,-0.04358249423076922,0.18391827,3;2;1;1;4;2;2;1;,-1x1-2x1,1x1,2x1,13/24,7/8
53679,-0.3135711,0.053201858,-0.12928955,0.58710957,1.6730056,-0.15660335,0.015542969,-0.13889514,0.93674296,-0.062079906,-0.9904362,0.8850799,-1.5749056,Megakaryocyte_cells,0.06037707776923077,-0.062079906,3;2;1;1;4;2;2;1;,-1x1-2x1,1x1,2x1,13/24,7/8
53680,-0.69491756,0.8815296,-0.11433912,-0.08708283,1.6075778,0.408031,-0.19654784,-0.088003874,0.31977525,-0.12796175,-0.11775301,-0.0060618925,-1.2590227,Megakaryocyte_cells,0.04040177488461539,-0.088003874,3;2;1;1;4;2;2;1;,-1x1-2x1,1x1,2x1,13/24,7/8
53681,-0.7081929,-0.32907397,-0.14312203,0.2547832,-0.18217179,1.170872,1.0034854,1.0489511,0.9508326,-0.069192976,2.5106263,-0.0669405,0.08353192,Megakaryocyte_cells,0.4249529503076923,0.08353192,3;2;1;1;4;2;2;0;,-1x1-2x0,1x1,2x0,13/24,5/8
53682,-0.80659884,-0.18400264,-0.13073364,-0.3396999,-0.15611728,-0.29241636,-0.04443153,-0.04866494,-0.2846674,-0.09855652,1.384943,0.065028004,-1.3828387,Megakaryocyte_cells,-0.17836590353846155,-0.15611728,3;2;1;1;4;2;2;1;,-1x1-2x1,1x1,2x1,13/24,7/8
53683,0.2701923,1.1001666,-0.10229931,0.39519665,0.75076294,0.7359317,0.37186915,0.5988927,1.1246125,-0.04651823,2.559133,1.6768383,-0.07768612,Megakaryocyte_cells,0.7197763215384614,0.5988927,3;2;1;1;4;2;3;1;,-1x1-3x1,1x1,3x1,5/8,7/8
53684,-0.28496674,-0.15104309,-0.07186981,-0.01446967,-0.28803983,-0.15347834,0.26530787,-0.115176074,-0.08841997,3.2401683,2.8194063,0.8696758,-0.8975259,Megakaryocyte_cells,0.3945822189230769,-0.08841997,3;2;1;1;4;2;2;1;,-1x1-2x1,1x1,2x1,13/24,7/8
53685,0.37724704,-0.07513249,-0.4235047,-0.019603195,-0.5949063,-0.31887117,-0.009915193,-0.13399124,-0.30144686,-0.08748161,-0.72851574,-0.1183283,-0.038429372,Megakaryocyte_cells,-0.19022147153846153,-0.1183283,3;2;1;1;4;2;2;1;,-1x1-2x1,1x1,2x1,13/24,7/8
53686,-0.5125236,-0.3669919,-0.18115132,-0.07012515,-0.06713524,-0.16972587,-0.19584078,-0.0023648725,0.32460207,-0.038216535,0.806276,-0.0981324,-0.5120577,Megakaryocyte_cells,-0.08333748442307691,-0.0981324,3;2;1;1;4;2;2;1;,-1x1-2x1,1x1,2x1,13/24,7/8
53687,-0.015565157,0.54940444,-0.27102312,0.5839254,-0.12945086,-0.048752222,1.9474703,-0.04098853,1.7217588,0.2837807,0.60578424,0.2364788,-2.098609,Megakaryocyte_cells,0.2557087531538461,0.2364788,3;2;1;1;4;2;2;1;,-1x1-2x1,1x1,2x1,13/24,7/8
53688,-0.572918,-0.55817014,-0.122730866,-0.273093,-0.16380563,-0.12705766,-0.07815619,-0.015218591,0.22000729,-0.092107385,0.8497122,1.3139488,-1.31426,Megakaryocyte_cells,-0.0718345516923077,-0.122730866,3;2;1;1;4;2;2;1;,-1x1-2x1,1x1,2x1,13/24,7/8
53689,0.19295943,-0.038689367,-0.04251161,0.32868096,1.4838516,-0.14149758,-0.12580948,-0.036415864,-0.31014484,-0.03848792,1.27157,0.9461819,0.21745914,Megakaryocyte_cells,0.28516510530769235,-0.036415864,3;2;1;1;4;2;2;0;,-1x1-2x0,1x1,2x0,13/24,5/8
53690,0.6613996,-1.1027063,-0.25994968,-0.2525595,-0.09321736,-0.18443997,-0.039451648,-0.3395743,-0.6629534,1.0025151,-0.73188764,-0.034008853,0.0047301785,Megakaryocyte_cells,-0.1563156748076923,-0.18443997,3;2;1;1;4;2;2;1;,-1x1-2x1,1x1,2x1,13/24,7/8
53691,-0.8426291,-0.3443667,-0.09348874,-0.02374221,-1.014605,1.4718074,0.74129844,-0.10208493,-0.52076405,-0.0041850023,1.0258014,1.8408461,-0.17234315,Megakaryocyte_cells,0.15088803520769228,-0.09348874,3;2;1;1;4;2;2;1;,-1x1-2x1,1x1,2x1,13/24,7/8
53692,-0.70614445,0.117172636,-0.11381335,-0.12909436,-0.14669824,2.1084557,0.3736077,0.23996003,-0.7719405,-0.02846435,1.5208505,-0.13717252,-0.7553307,Megakaryocyte_cells,0.12087600738461536,-0.11381335,3;2;1;1;4;2;2;1;,-1x1-2x1,1x1,2x1,13/24,7/8
53693,-0.090272084,0.27089483,0.72754353,0.30277288,-0.06692292,-0.12306921,0.3372479,-0.107911594,-0.34443912,-0.13223492,2.9242494,0.47996262,-1.1690627,Megakaryocyte_cells,0.23144297015384613,-0.06692292,3;2;1;1;4;2;2;1;,-1x1-2x1,1x1,2x1,13/24,7/8
53694,-0.23230658,0.5626773,2.438779,0.41641608,-0.21643528,-0.24609743,-0.11128872,1.6373873,0.5073026,0.83458936,2.1164794,1.6595994,-2.1064649,Megakaryocyte_cells,0.5585105792307691,0.5073026,3;2;1;1;4;2;2;1;,-1x1-2x1,1x1,2x1,13/24,7/8
53695,0.22761503,-0.049024165,1.4248521,0.6572105,1.1443816,-0.25036547,0.6939025,-0.23181249,0.78023785,0.99141896,2.2507224,-0.1214167,-0.6884837,Megakaryocyte_cells,0.525326031923077,0.6572105,3;2;1;1;4;2;3;1;,-1x1-3x1,1x1,3x1,5/8,7/8
53696,-0.08584511,1.3840004,-0.06647179,-0.6345567,0.3976643,-0.025816279,0.833955,-0.123228826,-0.12676108,-0.10155026,2.056573,1.1726818,-1.9613901,Megakaryocyte_cells,0.20917341192307695,-0.06647179,3;2;1;1;4;2;2;1;,-1x1-2x1,1x1,2x1,13/24,7/8
53697,-0.482374,0.47041592,-0.6917163,-0.6430942,-0.056190137,-0.113345,-0.13210648,-1.0269501,0.56357443,-0.128276,-0.18914162,1.5044247,-0.3366086,Megakaryocyte_cells,-0.097029799,-0.13210648,3;2;1;1;4;2;2;1;,-1x1-2x1,1x1,2x1,13/24,7/8
53698,-0.117570564,-0.55650276,-0.025748903,-0.06473383,0.13720746,-0.16533948,1.112679,-0.09389008,0.3964713,-0.08947083,2.652468,0.44434816,-1.0352807,Megakaryocyte_cells,0.1995874440769231,-0.06473383,3;2;1;1;4;2;2;1;,-1x1-2x1,1x1,2x1,13/24,7/8
53699,0.4299767,-0.5532756,-0.09061183,-0.051215466,1.7201309,0.46730316,-0.020812228,-0.029149204,0.7177945,0.07861091,1.4059432,1.1075548,-2.0794938,Megakaryocyte_cells,0.2386735416923077,0.07861091,3;2;1;1;4;2;2;1;,-1x1-2x1,1x1,2x1,13/24,7/8
53700,0.45272464,1.1890806,0.27120286,-0.077564366,-0.058950625,-0.053638406,-0.08261979,-0.11194453,1.9880453,0.06587238,2.5957596,0.10837826,-2.293732,Megakaryocyte_cells,0.30712414792307696,0.06587238,3;2;1;1;4;2;3;1;,-1x1-3x1,1x1,3x1,5/8,7/8
53701,-0.7313342,-0.4331902,-0.16963874,-0.004107437,-0.15633933,-0.07773751,1.3439618,-0.112681024,-0.17673734,-0.13247092,1.0235312,-0.07171804,-0.4442469,Megakaryocyte_cells,-0.010977587769230775,-0.13247092,3;2;1;1;4;2;2;1;,-1x1-2x1,1x1,2x1,13/24,7/8
53702,-0.31766772,-0.05454871,-0.17387716,2.1412861,0.18587652,1.2762781,1.3543942,0.45342433,1.770398,1.2161132,2.7051232,-0.04210012,-0.55568236,Megakaryocyte_cells,0.7660782753846154,0.45342433,3;2;1;1;4;2;3;1;,-1x1-3x1,1x1,3x1,5/8,7/8
53703,0.010133813,0.0483314,-0.08652306,-0.12815307,-0.012653203,1.0244429,1.6683209,0.011995139,-1.2263741,-0.25170746,0.8056519,-0.11042641,-0.38974744,Megakaryocyte_cells,0.10486856223076924,-0.012653203,3;2;1;1;4;2;2;1;,-1x1-2x1,1x1,2x1,13/24,7/8
53704,0.48051316,-0.6436255,-0.07274339,-0.17645365,-0.089146905,-0.10574618,0.30420038,-0.019027017,-0.29610318,0.54074055,1.4534014,-0.15330817,-1.3420027,Megakaryocyte_cells,-0.009177015538461552,-0.089146905,3;2;1;1;4;2;2;1;,-1x1-2x1,1x1,2x1,13/24,7/8
53705,-1.0833193,0.96899533,-0.04755148,-0.1611968,-0.02231371,-0.072262876,-0.09386586,0.8237064,-0.67528653,0.14692055,0.88067186,0.3878883,-0.36839384,Megakaryocyte_cells,0.052614772615384615,-0.04755148,3;2;1;1;4;2;2;1;,-1x1-2x1,1x1,2x1,13/24,7/8
53706,-0.51822674,0.03165352,-0.011247872,2.2473478,-0.018598622,-0.011336176,-0.10073807,-0.038943794,0.31726587,-0.033490065,2.1183789,1.0854588,-0.8408184,Megakaryocyte_cells,0.32513116546153853,-0.011336176,3;2;1;1;4;2;2;1;,-1x1-2x1,1x1,2x1,13/24,7/8
53707,-0.50509626,-0.20517318,-0.19077218,-0.123068325,-0.3489335,-0.2936839,-0.089222476,-0.044616897,2.0166984,-0.12731221,1.3362947,-0.02513922,-0.90614897,Megakaryocyte_cells,0.037986614000000016,-0.12731221,3;2;1;1;4;2;2;1;,-1x1-2x1,1x1,2x1,13/24,7/8
53708,-0.33162206,-0.03916584,-0.14730275,-0.01737027,-0.3086709,-0.36628968,0.32607427,1.6030089,1.8457267,-0.046220172,2.4093826,-0.11647133,-0.8577397,Megakaryocyte_cells,0.3041030590769231,-0.046220172,3;2;1;1;4;2;3;1;,-1x1-3x1,1x1,3x1,5/8,7/8
53709,0.6101986,0.076021604,-0.14432622,-0.11053914,1.0652018,1.6413345,-0.09878936,-0.11711839,1.0819346,1.9865131,2.118959,0.6170454,-0.80134016,Megakaryocyte_cells,0.609622718,0.6101986,3;2;1;1;4;2;3;1;,-1x1-3x1,1x1,3x1,5/8,7/8
